Aeronautika - modul civilni pilot	aeronautika
Aeronautika - modul kontrolor leta	aeronautika
Aeronautika - modul vojni pilot	vojni
Agrarna ekonomika	agronomija
Agroekologija	agronomija
Akvakultura	agronomija
Anglistika	jezici
Animalne znanosti	agronomija
Animirani film i novi mediji	umjetnost
Antropologija	
Applied Computer Engineering	racunarstvo
Arheologija	
Arhitektura i urbanizam	arhitektura
Bachelor Degree in Business	ekonomija
Bachelor Degree in Economics	ekonomija
Baletna pedagogija	umjetnost
Bilinogojstvo	agronomija
Bilinogojstvo, smjer Ratarstvo	agronomija
Biljne znanosti	agronomija
Biologija	
Biologija i kemija	
Biologija i tehnologija mora	
Biotehnologija	
Biotehnologija i istraživanje lijekova	
Brodogradnja	pomorstvo
Brodostrojarstvo	pomorstvo
Brodostrojarstvo i tehnologija pomorskog prometa	pomorstvo
Češki jezik i književnost	jezici
Cestovni promet	promet
Crkvena glazba	umjetnost
Cyber komunikacije i znanost o mreži	
Demografija i hrvatsko iseljeništvo	
Dentalna higijena	stomatologija
Dentalna medicina	stomatologija
Digitalni marketing	
Dirigiranje	umjetnost
Dizajn	umjetnost
Dizajn i audiovizualne komunikacije	umjetnost
Dizajn novih medija	umjetnost
Dizajn vizualnih komunikacija	umjetnost
Dizajn za kazalište, film i televiziju	umjetnost
Dramaturgija	umjetnost
Drvna tehnologija	
Ekoinženjerstvo	
Ekoinženjerstvo i zaštita prirode	
Ekološka poljoprivreda	agronomija
Ekonomija	ekonomija
Ekonomija i management	ekonomija
Ekonomija i poslovna ekonomija	ekonomija
Ekonomija poduzetništva	ekonomija
Ekonomika poduzetništva	ekonomija
Ekonomska politika i regionalni razvitak,  Financijski menadžment, Marketing, Menadžment, Poduzetništvo, Poslovna informatika	ekonomija
Elektroenergetika	elektrotehnika
Elektroničke i informatičke tehnologije u pomorstvu	elektrotehnika
Elektroničko poslovanje i programsko inženjerstvo	racunarstvo
Elektronika	elektrotehnika
Elektrotehničke i komunikacijske tehnologije u pomorstvu	elektrotehnika
Elektrotehnika	elektrotehnika
Elektrotehnika i informacijska tehnologija	elektrotehnika
Elektrotehnika i informacijska tehnologija i Računarstvo	racunarstvo
Energetska učinkovitost i obnovljivi izvori	
Engleski jezik i književnost	jezici
Engleski jezik i književnost i Filozofija	jezici
Engleski jezik i književnost i Hrvatski jezik i književnost	jezici
Engleski jezik i književnost i Njemački jezik i književnost	jezici
Engleski jezik i književnost i Pedagogija	jezici
Engleski jezik i književnost i Povijest	jezici
Enogastronomija	
Etnologija i antropologija	
Etnologija i kulturna antropologija	
Farmacija	farmacija
Film i video	umjetnost
Filmska i medijska umjetnost	umjetnost
Filmska i TV režija	umjetnost
Filmsko, televizijsko i multimedijsko oblikovanje	umjetnost
Filozofija	filozofija
Filozofija i Hrvatski jezik i književnost	jezici
Filozofija i kultura	filozofija
Filozofija i Pedagogija	filozofija
Filozofija i Povijest	filozofija
Filozofija i religijske znanosti	filozofija
Filozofsko - teološki studij	filozofija
Filozofsko-teološki studij	filozofija
Financije i poslovno pravo	ekonomija
Financije i pravo	ekonomija
Financijski menadžment	ekonomija
Financijski menadžment, Marketing	ekonomija
Fitomedicina	medicina
Fizika	fizika
Fizika i informatika	fizika
Fizika i kemija	fizika
Fizioterapija	medicina
Fonetika	jezici
Forenzika	
Francuski jezik i književnost	jezici
Geodezija i geoinformatika	
Geodezija i geomatika	
Geofizika	
Geografija	geografija
Geografija i povijest	geografija
Geologija	
Geološko inženjerstvo	
Germanistika	jezici
Gitara	umjetnost
Glasovir	umjetnost
Glazba i mediji	umjetnost
Glazbena pedagogija	umjetnost
Glazbena teorija	umjetnost
Glazbena umjetnost i kultura	umjetnost
Gluma	umjetnost
Gluma i lutkarstvo	umjetnost
Gluma i mediji	umjetnost
Građevinarstvo	gradevina
Graditeljstvo	gradevina
Grafička tehnologija, smjer: Dizajn grafičkih proizvoda	dizajn
Grafička tehnologija, smjer: Tehničko-tehnološki	dizajn
Grafički dizajn i vizualne komunikacije	dizajn
Grafika	dizajn
Grčki jezik i književnost	jezici
Gudački instrumenti	umjetnost
Hortikultura	agronomija
Hotelijerstvo i gastronomija	turizam
Hotelijerstvo, restoraterstvo i gastronomija	turizam
Hrvatski jezik i književnost	jezici
Hrvatski jezik i književnost i Njemački jezik i književnost	jezici
Hrvatski jezik i književnost i Pedagogija	jezici
Hrvatski jezik i književnost i Povijest	jezici
Hungarologija	jezici
Indologija	jezici
Industrijsko inženjerstvo	
Informacijska tehnologija	racunarstvo
Informacijske tehnologije	racunarstvo
Informacijske tehnologije i digitalizacija poslovanja	racunarstvo
Informacijske znanosti	racunarstvo
Informacijski i poslovni sustavi	racunarstvo
Informacijski sustavi i Poslovni sustavi	racunarstvo
Informatika	racunarstvo
Informatika i tehnika	racunarstvo
Informatologija	filozofija
Informatologija i Engleski jezik i književnost	jezici
Informatologija i Filozofija	filozofija
Informatologija i Hrvatski jezik i književnost	jezici
Informatologija i Njemački jezik i književnost	jezici
Informatologija i Povijest umjetnosti	filozofija
Inspekcijski i kadrovski menadžment u pomorstvu	pomorstvo
Inteligentni transportni sustavi i logistika	transport
Internet stvari	racunarstvo
Inženjerstvo okoliša	
Izobrazba trenera	kineziologija
Japanski jezik i kultura	jezici
Javna uprava	
Jezična i interkulturalna medijacija	jezici
Jezik i komunikacija u višejezičnom društvu	jezici
Judaistika	jezici
Južnoslavenski jezici i književnosti	jezici
Kazališna režija i radiofonija	umjetnost
Kazališno oblikovanje	umjetnost
Kemija	kemija
Kemija i inženjerstvo materijala	kemija
Kemijska tehnologija	kemija
Kemijsko inženjerstvo	kemija
Kineziologija	kineziologija
Kiparstvo	umjetnost
Klasična harmonika	umjetnost
Klavir	umjetnost
Komparativna književnost	umjetnost
Kompozicija	umjetnost
Kompozicija s teorijom muzike	umjetnost
Komunikacijski menadžment	
Komunikologija	
Komunikologija, mediji i novinarstvo	
Konstrukcijsko strojarstvo	
Konzervacija i restauracija	
Konzervacija - restauracija	
Konzerviranje i restauriranje umjetnina	
Krajobrazna arhitektura	arhitektura
Kriminalistika	
Kroatistika	
Kroatologija	
Kultura i turizam	umjetnost
Kultura i turizam i Talijanski jezik i kultura	jezici
Kultura, mediji i menadžment	umjetnost
Kulturologija	umjetnost
Latinski jezik	jezici
Latinski jezik i književnost	jezici
Latinski jezik i rimska književnost	jezici
Likovna kultura	umjetnost
Likovna kultura i likovna umjetnost	umjetnost
Likovna pedagogija	umjetnost
Lingvistika	jezici
Ljevarstvo	
Logistika i menadžment u pomorstvu i prometu	pomorstvo
Logistika i mobilnost	
Logopedija	logopedija
Lovstvo i zaštita prirode	
Mađarski jezik i književnost i Engleski jezik i književnost	jezici
Mađarski jezik i književnost i Hrvatski jezik i književnost	jezici
Mađarski jezik i književnost i Njemački jezik i književnost	jezici
Mađarski jezik i književnost i Pedagogija	jezici
Mađarski jezik i književnost i Povijest	jezici
Management malog poduzeća	ekonomija
Market Communication Design	ekonomija
Marketing i komunikacije	
Matematika	matematika
Matematika i fizika	matematika
Matematika i informatika	matematika
Matematika i računarstvo	matematika
Medicina	medicina
Medicinska biokemija	kemija
Medicinska laboratorijska dijagnostika	kemija
Medicinsko laboratorijska dijagnostika	kemija
Medicinsko-laboratorijska dijagnostika	kemija
Mediji i kultura društva	umjetnost
Medijski dizajn	umjetnost
Mediteranska poljoprivreda	agronomija
Međunarodni menadžment u hotelijerstvu i turizmu	turizam
Međunarodni odnosi	
Međunarodni odnosi i diplomacija	
Međunarodno poslovanje	ekonomija
Mehatronika	
Mehatronika i robotika	
Menadžment	ekonomija
Menadžment i marketing turističke destinacije	ekonomija
Menadžment i produkcija u kulturi	ekonomija
Menadžment održivog razvoja	ekonomija
Menadžment poslovne sigurnosti	ekonomija
Menadžment športa i športskih djelatnosti	ekonomija
Menadžment trgovine i turizma	ekonomija
Menadžment turizma i sporta	ekonomija
Metalurgija	
Molekularna biologija	biologija
Montaža	umjetnost
Motorna vozila	
Multimedija, oblikovanje i primjena	umjetnost
Multimedijsko računarstvo	racunarstvo
Muzikologija	umjetnost
Muzikologija - dvopredmetno	umjetnost
Naftno rudarstvo	
Nautika	pomorstvo
Nautika i tehnologija pomorskog prometa	pomorstvo
Nederlandistika	jezici
Njemački jezik i književnost	jezici
Njemački jezik i književnost i Pedagogija	jezici
Novinarstvo	novinarstvo
Nutricionizam	
Oblikovanje tržišnih komunikacija	
Očna optika	
Odnosi s javnošću i studij medija	
Održavanje motornih vozila	
Održavanje računalnih sustava	racunarstvo
Održavanje zrakoplova	
Održivi agroturizam	agronomija
Održivi razvoj	
Održivi razvoj i međunarodni odnosi	
Operativni menadžment	ekonomija
Pedagogija	
Pedagogija i Povijest	
Pjevanje	umjetnost
Poduzetništvo	ekonomija
Podvodne znanosti i tehnologije	pomorstvo
Politehnika	
Politologija	
Poljoprivreda	agronomija
Poljoprivreda krša - Biljna proizvodnja	agronomija
Poljoprivreda krša - Stočarstvo krša	agronomija
Poljoprivredna tehnika	agronomija
Poljski jezik i književnost	jezici
Pomorska nautika	pomorstvo
Pomorske elektrotehničke i informatičke tehnologije	pomorstvo
Pomorske tehnologije jahta i marina	pomorstvo
Pomorski menadžment	pomorstvo
Porezni studij	ekonomija
Portugalski jezik i književnost	jezici
Poslovanje i menadžment	ekonomija
Poslovanje i upravljanje	ekonomija
Poslovna ekonomija	ekonomija
Poslovna ekonomija u turizmu i ugostiteljstvu	ekonomija
Poslovna informatika	racunarstvo
Poslovna matematika i ekonomija	racunarstvo
Poslovno pravo i ekonomija	ekonomija
Poslovno upravljanje	ekonomija
Poslovno upravljanje - Globalna logistika	ekonomija
Povijest	povijest
Povijest i geografija	povijest
Povijest Jadrana i Mediterana	povijest
Povijest umjetnosti	umjetnost
Povijest umjetnosti i Hrvatski jezik i književnost	jezici
Povijest umjetnosti i Mađarski jezik i književnost	jezici
Povijest umjetnosti i Njemački jezik i književnost	jezici
Pravo	pravo
Predškolski odgoj	
Prehrambena tehnologija	
Primaljstvo	
Primijenjena ekologija mora	
Primijenjena ekologija u poljoprivredi	
Primijenjena ekonomija	ekonomija
Primijenjena kemija	kemija
Primijenjena umjetnost	umjetnost
Primijenjeno / poslovno računarstvo	racunarstvo
Primijenjeno računarstvo	racunarstvo
Primjena informacijske tehnologije u poslovanju	racunarstvo
Produkcija	umjetnost
Proizvodno strojarstvo	
Promet	promet
Prometna logistika	promet
Protestantska teologija	filozofija
Psihologija	
Puhački instrumenti	umjetnost
Računarstvo	racunarstvo
Računarstvo i informatika	racunarstvo
Računovodstvo	ekonomija
Računovodstvo i financije	ekonomija
Radiološka tehnologija	medicina
Radna terapija	medicina
Rani i predškolski odgoj i obrazovanje	
Rehabilitacija	medicina
Restauriranje i konzerviranje umjetnina	
Rudarstvo	
Rumunjski jezik i književnost	jezici
Ruski jezik i književnost	jezici
Sanitarno inženjerstvo	
Service Management	
Sestrinstvo	medicina
Sigurnost	
Sigurnost i zaštita	
Sigurnost na radu	
Sigurnost, zdravlje na radu i radni okoliš	
Slikarstvo	umjetnost
Slovački jezik i književnost	jezici
Snimanje	umjetnost
Socijalna pedagogija	
Socijalni rad	
Sociologija	
Sociologija i Engleski jezik i književnost	jezici
Sociologija i Filozofija	filozofija
Sociologija i Hrvatski jezik i književnost	jezici
Sociologija i Pedagogija	
Sociologija i Povijest	
Solo pjevanje	umjetnost
Španjolski jezik i književnost	jezici
Sportski menadžment	ekonomija
Strojarstvo	
Studij za instrumentaliste	umjetnost
Studij za marketing i komunikacije	
Šumarstvo	
Suvremeni ples	umjetnost
Švedski jezik i kultura	jezici
Talijanistika	jezici
Talijanski jezik	jezici
Talijanski jezik i književnost	jezici
Tehnička i gospodarska logistika	
Tehnički menadžment	ekonomija
Tehnologija i organizacija prometa	promet
Tekstilna odjevna i obućarska tehnologija	
Tekstilna, odjevna i obućarska tehnologija	
Tekstilna tehnologija i inženjerstvo, smjer: Industrijski dizajn tekstila i odjeće	
Tekstilna tehnologija i inženjerstvo, smjerovi: Odjevno inženjerstvo, Projektiranje i menadžment tekstila, Tekstilna kemija, materijali i ekologija	
Tekstilni i modni dizajn	
Telematika	
Teologija	filozofija
Teološko - katehetski studij	filozofija
Teološko-katehetski studij	filozofija
Teološko - religijske znanosti	filozofija
Teološko - religijske znanosti i Povijest	filozofija
Teološko - religijske znanosti i Sociologija	filozofija
Teorija glazbe	umjetnost
Transmedijska dramaturgija	umjetnost
Trgovina	
Trgovinsko poslovanje s poduzetništvom	ekonomija
Turistički i hotelski menadžment	turizam
Turistički menadžment	turizam
Turističko poslovanje	turizam
Turizam	turizam
Turkologija	jezici
Učiteljski studij	
Ugostiteljstvo	
Ukrajinski jezik i književnost	jezici
Upravljanje opskrbnim lancima	
Upravljanje u gastronomiji i restoraterstvu	turizam
Upravljanje u kriznim uvjetima	
Upravni studij	pravo
Urbano šumarstvo, zaštita prirode i okoliša	agronomija
Veterinarska medicina	veterina
Vinarstvo	agronomija
Vinogradarstvo-vinarstvo-voćarstvo	agronomija
Vojno inženjerstvo	vojni
Vojno pomorstvo MMPI	vojni
Vojno pomorstvo MORH	vojni
Vojno pomorstvo MPPI	vojni
Vojno pomorstvo MUP	vojni
Vojno vođenje i upravljanje	vojni
Zaštita i oporaba materijala	
Zaštita okoliša, recikliranje i ambalaža	
Željeznički promet	promet
Žičani instrumenti	umjetnost
Znanosti o okolišu	
Znanost o moru	pomorstvo
Zootehnika	
Zrakoplovno inženjerstvo	aeronautika
Zrakoplovno inženjerstvo i svemirska tehnika	aeronautika
Zrakoplovstvo	aeronautika
